0,1,2
i 'd like to go from boston to atlanta sometime after 5 pm can you tell me the flights that could do that for me," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O O"""," ""flight"""
give me flights from atlanta to baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i need a flight from los angeles to pittsburgh on monday afternoon," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
flights from montreal and phoenix to las vegas arriving at the same time," ""O O B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O"""," ""flight"""
i want to travel from philadelphia to san francisco with a stopover in dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name"""," ""flight"""
what is the most expensive flight from boston to dallas," ""O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
in dallas fort worth i would like information on ground transportation," ""O B-city_name I-city_name I-city_name O O O O O O O"""," ""ground_service"""
what flight do you have from atlanta to dallas on august twenty seventh in the morning," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day"""," ""flight"""
show me the flights between atlanta and washington dc for wednesdays," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name"""," ""flight"""
please show me the flights from boston to san francisco," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
rental cars in boston," ""B-transport_type I-transport_type O B-city_name"""," ""ground_service"""
i want a flight from montreal quebec to san diego california that leaves sunday," ""O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O B-depart_date.day_name"""," ""flight"""
please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
latest flight from houston to san jose," ""B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
list the earliest flights from atlanta to denver on a monday," ""O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name"""," ""flight"""
looking for a flight from dc to denver colorado," ""O O O O O B-fromloc.state_code O B-toloc.city_name B-toloc.state_name"""," ""flight"""
flights from kansas city to cleveland on wednesday before 5 pm," ""O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover," ""O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O"""," ""aircraft"""
please give me ground transportation information between dallas fort worth airport and downtown dallas," ""O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name"""," ""ground_service"""
which airlines fly between boston and baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
show me the earliest flight on august second from boston to denver that serves a meal," ""O O O B-flight_mod O O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O O O B-meal"""," ""flight"""
okay does twa have a flight from dallas to san francisco," ""O O B-airline_code O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what is the round trip thrift fare on us air from boston to san francisco," ""O O O B-round_trip I-round_trip B-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
what is your last trip from washington to boston on august twenty seventh," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
show me the flights from love field," ""O O O O O B-fromloc.airport_name I-fromloc.airport_name"""," ""flight"""
i 'd like a flight on american from newark to nashville," ""O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the least expensive flight from atlanta to boston," ""O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
are there any flights from milwaukee to tacoma on friday june eleventh," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
what 's the earliest flight from boston to philadelphia," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
on usa air how many flights leaving oakland on july twenty seventh to boston nonstop," ""O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-toloc.city_name B-flight_stop"""," ""flight"""
and how can i get to the boston airport from downtown boston," ""O O O O O O O B-toloc.airport_name I-toloc.airport_name O O B-fromloc.city_name"""," ""ground_service"""
list all american airlines from milwaukee to phoenix on saturday," ""O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
i would like a flight from san francisco to pittsburgh on friday morning after 10 o'clock," ""O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
i would like to book a flight from denver to pittsburgh on july fifteenth i 'd like it to be the cheapest flight," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O O O O O B-cost_relative O"""," ""flight"""
what type of aircraft leaves from boston to washington dc at 9 am during a weekday," ""O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time O O B-flight_mod"""," ""aircraft"""
list all afternoon flights on united airlines from san francisco to denver," ""O O B-depart_time.period_of_day O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
information on flights from atlanta to washington dc departing on thursday before 9 am," ""O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
what is the cheapest flight from san francisco to pittsburgh on sunday," ""O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
show me all the flights to baltimore from denver or philadelphia or pittsburgh," ""O O O O O O B-toloc.city_name O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name"""," ""flight"""
are there any flights from chicago to minneapolis on saturday on continental," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name"""," ""flight"""
i need a flight from philadelphia to dallas that stops in atlanta," ""O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name"""," ""flight"""
flights from ontario to orlando," ""O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i would like to see flights from denver to philadelphia," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me a list of ground transportation at boston airport," ""O O O O O O O O B-airport_name I-airport_name"""," ""ground_service"""
does united airlines have flights between boston and denver," ""O B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
how many flights has continental into and out of atlanta," ""O O O O B-airline_name O O O O B-fromloc.city_name"""," ""quantity"""
list the flights from toronto to salt lake city," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name"""," ""flight"""
list the flights arriving in baltimore from denver on august third," ""O O O O O B-toloc.city_name O B-fromloc.city_name O B-arrive_date.month_name B-arrive_date.day_number"""," ""flight"""
show me flights from baltimore to philadelphia please," ""O O O O B-fromloc.city_name O B-toloc.city_name O"""," ""flight"""
i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_time.period_of_day O O O O B-arrive_time.period_of_day O O"""," ""flight"""
show me the flights from washington to boston," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
flights from philadelphia to oakland," ""O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the fare for flights from denver to atlanta," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
united airlines flights stopping in denver," ""B-airline_name I-airline_name O O O B-stoploc.city_name"""," ""flight"""
how far is the airport from san francisco," ""O O O O O O B-fromloc.city_name I-fromloc.city_name"""," ""distance"""
what flights go from seattle to boston via minneapolis," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name"""," ""flight"""
please list the flights from ontario california to orlando florida," ""O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name"""," ""flight"""
what types of ground transportation are there to san francisco airport," ""O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name"""," ""ground_service"""
please book for me a flight on twa from washington dc to san francisco earliest possible time," ""O O O O O O O B-airline_code O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod I-flight_mod"""," ""flight"""
list all flights from pittsburgh to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like information on a flight from atlanta to denver a morning flight," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day O"""," ""flight"""
what ground transport is available in charlotte," ""O O O O O O B-city_name"""," ""ground_service"""
i want to fly from boston to san francisco via dallas fort worth on american airlines," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_name I-airline_name"""," ""flight"""
is there a red eye flight from san jose to nashville on wednesday the nineteenth of may," ""O O O B-flight_mod I-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number O B-depart_date.month_name"""," ""flight"""
i 'm looking for flights from oakland to atlanta leaving before 1045 am," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
show me the cheapest flights from atlanta to denver," ""O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
flights from denver to pittsburgh on thursday," ""O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
flights from cleveland to kansas city," ""O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me the flights from baltimore to oakland please," ""O O O O O B-fromloc.city_name O B-toloc.city_name O"""," ""flight"""
show me the earliest flights from boston to denver on wednesday," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
flight information from denver to san francisco," ""O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me the most expensive one way first class fare from baltimore to dallas," ""O O O B-cost_relative I-cost_relative B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
what is the earliest morning flight from san francisco to boston," ""O O O B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what flights are there from boston to denver on monday morning," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
which flights depart los angeles destination charlotte that leave on a monday morning," ""O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
i need a flight from atlanta to baltimore nonstop arriving at 7 pm please," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop O O B-arrive_time.time I-arrive_time.time O"""," ""flight"""
i need to get downtown from the denver airport," ""O O O O O O O B-fromloc.airport_name I-fromloc.airport_name"""," ""ground_service"""
show me the flights from boston to oakland," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i would like a ticket leaving from denver colorado to atlanta georgia with a stop in pittsburgh," ""O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O O O O B-stoploc.city_name"""," ""airfare"""
what airline is hp," ""O O O B-airline_code"""," ""airline"""
list daily flights from boston to oakland using continental airlines," ""O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
show me the flights from dulles to san francisco leaving after 6 pm," ""O O O O O B-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
now get me from pittsburgh to denver," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
which airlines have first class flights today," ""O O O B-class_type I-class_type O B-depart_date.today_relative"""," ""airline"""
what flights are there arriving in chicago after 9 pm on continental," ""O O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-airline_name"""," ""flight"""
what flights do you have in the morning of september twentieth on united airlines from pittsburgh to san francisco and a stopover in denver," ""O O O O O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name"""," ""flight"""
i need to fly between philadelphia and atlanta," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
on continental flight 1765 from boston to san francisco what type of meal is served," ""O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal O O"""," ""flight"""
i 'm in miami and i 'd like to travel to las vegas on sunday," ""O O O B-fromloc.city_name O O O O O O O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name"""," ""flight"""
show me all flights arriving to denver from boston," ""O O O O O O B-toloc.city_name O B-fromloc.city_name"""," ""flight"""
what are all of the flights into and out of atlanta 's airport," ""O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O"""," ""flight"""
what are the afternoon flights leaving from dallas to san francisco on american airlines," ""O O O B-depart_time.period_of_day O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
what is american 's last flight from boston to washington dc on july twenty first," ""O O B-airline_name I-airline_name B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name"""," ""flight"""
i 'm sorry i want to book a flight from atlanta to denver colorado," ""O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name"""," ""flight"""
is there a round trip flight from baltimore to denver connecting in dallas," ""O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-connect O B-stoploc.city_name"""," ""flight"""
what flights are currently available between boston and dallas fort worth," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name"""," ""flight"""
what flights are from memphis to las vegas," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
on april sixth i would like to book an early morning flight from tampa to charlotte," ""O B-depart_date.month_name B-depart_date.day_number O O O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
list all flights from boston to san francisco with at least 3 stops," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-flight_stop"""," ""flight"""
what flights leave from phoenix to anywhere," ""O O O O B-fromloc.city_name O O"""," ""flight"""
what flights are available sunday afternoon from oakland to dallas," ""O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
does american airlines offer a flight from boston to oakland which stops in denver," ""O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name"""," ""flight"""
i 'd like to fly from tampa to montreal," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all all flights from pittsburgh to atlanta on wednesday which leave before noon and serve breakfast," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_time.time_relative B-depart_time.time O O B-meal_description"""," ""flight"""
show me the flights from new york to los angeles with stop in milwaukee," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name"""," ""flight"""
what is the earliest flight from philadelphia to dallas first class," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type"""," ""flight"""
show me the cheapest fares from miami to new york leaving on a sunday," ""O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name"""," ""airfare"""
i need to make reservations from denver to boston," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all the flights between dallas fort worth and either san francisco or oakland that depart between 5 and 7 pm," ""O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time"""," ""flight"""
atlanta to pittsburgh july twenty third," ""B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
please show me all round trip flights from burbank to tacoma," ""O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like to fly from boston to san francisco," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
give me all the flights from new york to miami round trip," ""O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip"""," ""flight"""
i would like to travel from indianapolis to houston," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
flight leaving chicago to nashville," ""O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
can you list the cheapest round trip fare from orlando to kansas city," ""O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
show me the flights from san diego to washington dc," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code"""," ""flight"""
how much does it cost to fly eastern airlines from atlanta to boston," ""O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
what is the lowest cost for a one way ticket from boston to washington," ""O O O B-cost_relative I-cost_relative O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
i would like a schedule of flights from san francisco to boston on wednesday," ""O O O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight_time"""
tell me about the ground transportation in chicago," ""O O O O O O O B-city_name"""," ""ground_service"""
show flights from dallas to san francisco," ""O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what kind of ground transportation is there in dallas," ""O O O O O O O O B-city_name"""," ""ground_service"""
show me all flights and fares from dallas to san francisco," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight+airfare"""
give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee," ""O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
how many people fit on a 72s airplane," ""O O O O O O B-aircraft_code O"""," ""capacity"""
what is the cheapest flight from washington to san francisco on friday," ""O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name"""," ""flight"""
what does restriction ap 80 mean," ""O O O B-restriction_code I-restriction_code O"""," ""abbreviation"""
show me all the united flights from boston to denver," ""O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the distance from la guardia to new york 's downtown," ""O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O"""," ""distance"""
what is the last flight from atlanta to boston," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all the flights from denver to baltimore arriving may tenth," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number"""," ""flight"""
what is the least expensive one way ticket from atlanta to denver leaving on october twelfth," ""O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number"""," ""airfare"""
list all nonstop flights from newark to tampa leaving on friday," ""O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name"""," ""flight"""
show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am," ""O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time"""," ""flight"""
find the earliest flight from boston to oakland that serves breakfast," ""O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description"""," ""flight"""
show me flights from tampa to st. louis leaving before 10 am," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
i 'd like to know the price of first class seats from atlanta to san francisco," ""O O O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
i would like a flight from denver to pittsburgh," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
first class fares from dallas to baltimore please," ""B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O"""," ""airfare"""
what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days," ""O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.date_relative O O"""," ""flight"""
i have two friends that would like to visit me on wednesday here in washington dc one of them lives in denver and the other lives in miami," ""O O O O O O O O O O O B-depart_date.day_name O O B-toloc.city_name B-toloc.state_code O O O O O B-fromloc.city_name O O O O O B-fromloc.city_name"""," ""flight"""
how about arrivals for american in atlanta," ""O O O O B-airline_name O B-toloc.city_name"""," ""flight"""
what airlines fly between atlanta and san francisco," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airline"""
show me the flights arriving in baltimore on june fifteenth leaving either from denver or dallas," ""O O O O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O O O B-fromloc.city_name B-or B-fromloc.city_name"""," ""flight"""
i want to fly from boston to dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
ground transportation philadelphia," ""O O B-city_name"""," ""ground_service"""
show me flights from denver to philadelphia arriving after 2100," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time"""," ""flight"""
i need a flight from st. petersburg to miami for thursday," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
then list the flights from atlanta to philadelphia early wednesday morning nonstop," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod B-depart_date.day_name B-depart_time.period_of_day B-flight_stop"""," ""flight"""
can you list costs of denver rental cars," ""O O O O O B-city_name B-transport_type I-transport_type"""," ""ground_fare"""
list the flights on wednesday from denver to washington arriving in washington between 1115 am and 1245 pm," ""O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time"""," ""flight"""
what airlines fly between san francisco and denver," ""O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""airline"""
can you list all nonstop flights between st. petersburg and charlotte that leave in the afternoon and arrive soon after 5 pm," ""O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-arrive_time.period_of_day O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time"""," ""flight"""
now i 'd like to see flights from detroit to st. petersburg on the next tuesday," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name"""," ""flight"""
flights from cincinnati to dallas departing after 718 am," ""O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
how about flights leaving san francisco and arriving in boston for any day," ""O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name O O O"""," ""flight"""
i would like information on twa flights from washington to philadelphia," ""O O O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
okay can you tell me the earliest flight which leaves from philadelphia to dallas," ""O O O O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is restriction ap 55," ""O O O B-restriction_code I-restriction_code"""," ""abbreviation"""
what ground transportation is there in oakland," ""O O O O O O B-city_name"""," ""ground_service"""
newark to cleveland," ""B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what 's the cheapest flight from denver to pittsburgh for both one way and round trip flights," ""O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-round_trip I-round_trip O B-round_trip I-round_trip O"""," ""flight"""
can you show me what flights are available on december sixteen going from oakland to dallas," ""O O O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
how can i go from minneapolis to long beach late tomorrow," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.period_mod B-depart_date.today_relative"""," ""flight"""
please show me flights from pittsburgh to boston on saturday morning after 8 am," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
show me all prices of economy from baltimore to dallas," ""O O O O O B-economy O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
what flights are available on dl from dallas to atlanta on monday morning," ""O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
i would like to fly from boston to baltimore," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what are the evening flights from atlanta to baltimore," ""O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
can i get a rental car in dallas," ""O O O O B-transport_type I-transport_type O B-city_name"""," ""ground_service"""
what flights stop in atlanta before noon," ""O O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time"""," ""flight"""
what are the flights from dallas to philadelphia," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what 's the earliest flight from atlanta to boston," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is ewr," ""O O B-airport_code"""," ""abbreviation"""
sure i 'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh," ""O O O O O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number"""," ""aircraft"""
flights from denver to chicago on sunday on continental," ""O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name"""," ""flight"""
i need to fly from nashville to tacoma first thing in the morning what is there," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_mod O O O B-depart_time.period_of_day O O O"""," ""flight"""
